file location,file name,date,conditions,material,time
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\04-25-2024,PPE_unexposed_1.dpt,04-25-2024,unexposed,PPE,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\04-25-2024,PPE_unexposed_2.dpt,04-25-2024,unexposed,PPE,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\04-25-2024,PPE_unexposed_3.dpt,04-25-2024,unexposed,PPE,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\04-25-2024,PPE_unexposed_4.dpt,04-25-2024,unexposed,PPE,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\04-25-2024,t-PVDF_unexposed.dpt,04-25-2024,unexposed,t-PVDF,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\04-25-2024,t-PVF_unexposed.dpt,04-25-2024,unexposed,t-PVF,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A3_CPC_1000hr.dpt,07-17-2024,A3,CPC,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A3_J-BOX#2_500hr.dpt,07-17-2024,A3,J-BOX#2,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A3_O-PVF_1000hr.dpt,07-17-2024,A3,o-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A3_PPE_1000hr.dpt,07-17-2024,A3,PPE,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A3_T-PVDF_1000hr.dpt,07-17-2024,A3,t-PVDF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A3_T-PVF_1000hr.dpt,07-17-2024,A3,t-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A4_CPC_1000hr.dpt,07-17-2024,A4,CPC,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A4_CPC_1000hr_1.dpt,07-17-2024,A4,CPC,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A4_J-BOX#2_500hr.dpt,07-17-2024,A4,J-BOX#2,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A4_O-PVF_1000hr.dpt,07-17-2024,A4,o-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A4_PPE_1000hr.dpt,07-17-2024,A4,PPE,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A4_PPE_1000hr_1.dpt,07-17-2024,A4,PPE,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A4_T-PVDF_1000hr.dpt,07-17-2024,A4,t-PVDF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A4_T-PVF_1000hr.dpt,07-17-2024,A4,t-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A5_CPC_1000hr.dpt,07-17-2024,A5,CPC,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A5_O-PVF_1000hr.dpt,07-17-2024,A5,o-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A5_PPE_1000hr_1.dpt,07-17-2024,A5,PPE,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A5_T-PVDF_1000hr.dpt,07-17-2024,A5,t-PVDF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,A5_T-PVF_1000hr.dpt,07-17-2024,A5,t-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,ARC_CPC_1000hr.dpt,07-17-2024,ARC,CPC,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,ARC_O-PVF_1000hr.dpt,07-17-2024,ARC,o-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,ARC_PPE_1000hr.dpt,07-17-2024,ARC,PPE,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,ARC_T-PVDF_1000hr.dpt,07-17-2024,ARC,t-PVDF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,ARC_T-PVDF_1000hr_1.dpt,07-17-2024,ARC,t-PVDF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,KKCE_CPC_1000hr.dpt,07-17-2024,KKCE,CPC,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,KKCE_O-PVF_1000hr.dpt,07-17-2024,KKCE,o-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,KKCE_PPE_1000hr.dpt,07-17-2024,KKCE,PPE,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,KKCE_T-PVDF_1000hr.dpt,07-17-2024,KKCE,t-PVDF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,KKCE_T-PVDF_1000hr_1.dpt,07-17-2024,KKCE,t-PVDF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,KKCE_T-PVF_1000hr.dpt,07-17-2024,KKCE,t-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,OPN_CPC_1000hr.dpt,07-17-2024,OPN,CPC,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,OPN_O-PVF_1000hr.dpt,07-17-2024,OPN,o-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,OPN_PPE_1000hr_1.dpt,07-17-2024,OPN,PPE,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,OPN_T-PVDF_1000hr.dpt,07-17-2024,OPN,t-PVDF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,OPN_T-PVF_1000hr.dpt,07-17-2024,OPN,t-PVF,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,PMMA_unexposed.dpt,07-17-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,PMMA_unexposed_2.dpt,07-17-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,PMMA_unexposed_3.dpt,07-17-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,PMMA_unexposed_4.dpt,07-17-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,PMMA_unexposed_5.dpt,07-17-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,PMMA_unexposed_5_1.dpt,07-17-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,PMMA_unexposed_5_2.dpt,07-17-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\07-17-2024,PMMA_unexposed_6.dpt,07-17-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\05-23-2024,CPC_A5_500hr_05-22-2024.dpt,05-23-2024,A5,CPC,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\05-23-2024,O-PVF_A5_500hr_05-23-2024.dpt,05-23-2024,A5,o-PVF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\05-23-2024,PMMA_unexposed.dpt,05-23-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\05-23-2024,PMMA_unexposed_2.dpt,05-23-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\05-23-2024,PMMA_unexposed_3.dpt,05-23-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\05-23-2024,PPE_A5_500hr_05-23-2024.dpt,05-23-2024,A5,PPE,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\05-23-2024,T-PVDF_A5_500hr_05-23-2024.dpt,05-23-2024,A5,t-PVDF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\05-23-2024,T-PVF_A5_500hr_05-23-2024.dpt,05-23-2024,A5,t-PVF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-06-2024,A5_PPE_2000hr.dpt,08-06-2024,A5,PPE,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-06-2024,A5_PPE_500hr.dpt,08-06-2024,A5,PPE,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A3_CPC_2000hr.dpt,08-08-2024,A3,CPC,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A3_J-BOX#2_1000hr.dpt,08-08-2024,A3,J-BOX#2,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A3_O-PVF_2000hr.dpt,08-08-2024,A3,o-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A3_PPE_2000hr.dpt,08-08-2024,A3,PPE,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A3_T-PVDF_2000hr.dpt,08-08-2024,A3,t-PVDF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A3_T-PVF_2000hr.dpt,08-08-2024,A3,t-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A4_CPC_2000hr.dpt,08-08-2024,A4,CPC,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A4_J-BOX#1_1000hr.dpt,08-08-2024,A4,J-BOX#1,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A4_J-BOX#2_1000hr.dpt,08-08-2024,A4,J-BOX#2,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A4_O-PVF_2000hr.dpt,08-08-2024,A4,o-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A4_PPE_2000hr.dpt,08-08-2024,A4,PPE,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A4_T-PVDF_2000hr_1.dpt,08-08-2024,A4,t-PVDF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A4_T-PVF_2000hr.dpt,08-08-2024,A4,t-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A5_CPC_2000hr.dpt,08-08-2024,A5,CPC,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A5_O-PVF_2000hr.dpt,08-08-2024,A5,o-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A5_PPE_2000hr.dpt,08-08-2024,A5,PPE,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A5_T-PVDF_2000hr.dpt,08-08-2024,A5,t-PVDF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,A5_T-PVF_2000hr.dpt,08-08-2024,A5,t-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,PMMA_unexposed.dpt,08-08-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-08-2024,PMMA_unexposed_2.dpt,08-08-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,1000hr_A5_J-BOX#2.dpt,08-29-2024,A5,J-BOX#2,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,1000hr_ARC_J-BOX#1.dpt,08-29-2024,ARC,J-BOX#1,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,1000hr_ARC_J-BOX#1_1.dpt,08-29-2024,ARC,J-BOX#1,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,1000hr_KKCE_J-BOX#1.dpt,08-29-2024,KKCE,J-BOX#1,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,1000hr_OPN_J-BOX#1.dpt,08-29-2024,OPN,J-BOX#1,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,500hr_ARC_J-BOX#1.dpt,08-29-2024,ARC,J-BOX#1,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,500hr_ARC_J-BOX#2.dpt,08-29-2024,ARC,J-BOX#2,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,500hr_KKCE_J-BOX#1.dpt,08-29-2024,KKCE,J-BOX#1,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,500hr_KKCE_J-BOX#2.dpt,08-29-2024,KKCE,J-BOX#2,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,500hr_OPN_J-BOX#1.dpt,08-29-2024,OPN,J-BOX#1,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,500hr_OPN_J-BOX#2.dpt,08-29-2024,OPN,J-BOX#2,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,A3_1000hr_J-BOX#2.dpt,08-29-2024,A3,J-BOX#2,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,A4_1000hr_J-BOX#1.dpt,08-29-2024,A4,J-BOX#1,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,A4_1000hr_J-BOX#2.dpt,08-29-2024,A4,J-BOX#2,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,A5_1000hr_J-BOX#1.dpt,08-29-2024,A5,J-BOX#1,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,A5_500hr_J-BOX#2.dpt,08-29-2024,A5,J-BOX#2,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,PMMA_unexposed.dpt,08-29-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,PMMA_unexposed_1.dpt,08-29-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\08-29-2024,PMMA_unexposed_2.dpt,08-29-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,0.5X_CPC_500hr.dpt,11-06-2024,0.5X,CPC,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,0.5X_J-BOX#1_500hr.dpt,11-06-2024,0.5X,J-BOX#1,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,0.5X_J-BOX#2_500hr.dpt,11-06-2024,0.5X,J-BOX#2,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,0.5X_O-PVF_500hr.dpt,11-06-2024,0.5X,o-PVF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,0.5X_PO_500hr.dpt,11-06-2024,0.5X,PO,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,0.5X_PPE_500hr.dpt,11-06-2024,0.5X,PPE,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,0.5X_T-PVDF_500hr.dpt,11-06-2024,0.5X,t-PVDF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,0.5X_T-PVF_500hr.dpt,11-06-2024,0.5X,t-PVF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,1X_CPC_500hr.dpt,11-06-2024,1X,CPC,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,1X_J-BOX#1_500hr.dpt,11-06-2024,1X,J-BOX#1,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,1X_J-BOX#2_500hr.dpt,11-06-2024,1X,J-BOX#2,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,1X_O-PVF_500hr.dpt,11-06-2024,1X,o-PVF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,1X_PO_500hr.dpt,11-06-2024,1X,PO,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,1X_PPE_500hr.dpt,11-06-2024,1X,PPE,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,1X_T-PVDF_500hr.dpt,11-06-2024,1X,t-PVDF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,1X_T-PVF_500hr.dpt,11-06-2024,1X,t-PVF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,2.5X_CPC_500hr.dpt,11-06-2024,2.5X,CPC,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,2.5X_J-BOX#1_500hr.dpt,11-06-2024,2.5X,J-BOX#1,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,2.5X_J-BOX#2_500hr.dpt,11-06-2024,2.5X,J-BOX#2,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,2.5X_O-PVF_500hr.dpt,11-06-2024,2.5X,o-PVF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,2.5X_PO_500hr.dpt,11-06-2024,2.5X,PO,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,2.5X_PPE_500hr.dpt,11-06-2024,2.5X,PPE,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,2.5X_T-PVDF_500hr.dpt,11-06-2024,2.5X,t-PVDF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,2.5X_T-PVF_500hr.dpt,11-06-2024,2.5X,t-PVF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,5X_CPC_500hr.dpt,11-06-2024,5X,CPC,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,5X_J-BOX#1_500hr.dpt,11-06-2024,5X,J-BOX#1,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,5X_J-BOX#2_500hr.dpt,11-06-2024,5X,J-BOX#2,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,5X_O-PVF_500hr.dpt,11-06-2024,5X,o-PVF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,5X_PO_500hr.dpt,11-06-2024,5X,PO,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,5X_PPE_500hr.dpt,11-06-2024,5X,PPE,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,5X_T-PVDF_500hr.dpt,11-06-2024,5X,t-PVDF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,5X_T-PVF_500hr.dpt,11-06-2024,5X,t-PVF,500
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,PMMA_unexposed.dpt,11-06-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\11-06-2024,PMMA_unexposed_2.dpt,11-06-2024,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,0.5X_2000hr_CPC.dpt,02-05-2025,0.5X,CPC,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,0.5X_2000hr_J-BOX#1.dpt,02-05-2025,0.5X,J-BOX#1,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,0.5X_2000hr_J-BOX#2.dpt,02-05-2025,0.5X,J-BOX#2,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,0.5X_2000hr_O-PVF.dpt,02-05-2025,0.5X,o-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,0.5X_2000hr_PO.dpt,02-05-2025,0.5X,PO,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,0.5X_2000hr_PPE.dpt,02-05-2025,0.5X,PPE,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,0.5X_2000hr_T-PVDF.dpt,02-05-2025,0.5X,t-PVDF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,0.5X_2000hr_T-PVF.dpt,02-05-2025,0.5X,t-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,1X_2000hr_CPC.dpt,02-05-2025,1X,CPC,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,1X_2000hr_J-BOX#1.dpt,02-05-2025,1X,J-BOX#1,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,1X_2000hr_J-BOX#2.dpt,02-05-2025,1X,J-BOX#2,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,1X_2000hr_O-PVF.dpt,02-05-2025,1X,o-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,1X_2000hr_PO.dpt,02-05-2025,1X,PO,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,1X_2000hr_PPE.dpt,02-05-2025,1X,PPE,2000
